1,1
3000,0
3208,1
3416,0
3624,0
3832,0
4040,1
4248,1
4456,0
4664,0
4872,1
5080,0
5288,0
5496,0
5704,0
5912,0
6120,1
6328,1
6536,0
6744,0
6952,1
7160,0
7368,0
7576,0
7784,1
7992,0
8200,1
8408,1
8616,0
8824,0
9032,1
9240,0
9448,0
9656,0
9864,1
10072,0
10280,1
10488,1
10696,0
10904,0
11112,1
11320,0
11528,1
11736,0
11944,0
12152,0
12360,1
12568,1
12776,0
12984,0
13192,1
13400,0
13608,0
13816,0
14024,0
14232,1
14440,1
14648,1
14856,0
15064,0
15272,1
15480,0
15688,0
15896,0
16104,0
16312,0
16520,1
16728,1
16936,0
17144,0
17352,1
17560,0
17768,1
17976,0
18184,0
18392,0
18600,1
18808,1
19016,0
19224,0
19432,1
19640,0
19848,1
20056,0
20264,0
20472,1
20680,1
20888,1
21096,0
21304,0
21512,1
21720,0
21928,0
22136,0
22344,0
22552,0
22760,0
22968,1
23176,0
23384,0
23592,1
23800,0
24008,1
24216,0
24424,1
24632,0
24840,0
25048,0
25256,1
25464,0
25672,1
25880,0
26088,1
26296,0
26504,1
26712,1
26920,0
27128,0
27336,1
27544,0
27752,1
27960,0
28168,1
28376,0
28584,1
28792,1
29000,0
29208,0
29416,1
29624,0
29832,1
30040,0
30248,1
30456,0
30664,0
30872,0
31080,0
31288,0
31496,1
31704,0
31912,1
32120,0
32328,0
32536,1
32744,1
32952,1
33160,0
33368,0
33576,1
33784,0
33992,1
34200,0
34408,1
34616,0
34824,1
35032,0
35240,1
35448,0
35656,1
35864,0
36072,1
36280,0
36488,1
36696,0
36904,1
37112,0
37320,0
37528,0
37736,1
37944,0
38152,1
38360,0
38568,0
38776,0
38984,1
39192,1
39400,0
39608,0
39816,1
40024,0
40232,1
40440,0
40648,0
40856,0
41064,0
41272,0
41480,0
41688,1
41896,0
42104,0
42312,1
42520,0
42728,1
42936,0
43144,1
43352,1
43560,0
43768,0
43976,1
44184,0
44392,1
44600,0
44808,1
45016,0
45224,0
45432,0
45640,0
45848,0
46056,1
46264,0
46472,1
46680,0
46888,0
47096,0
47304,1
47512,0
47720,1
47928,0
48136,1
48344,0
48552,1
48760,0
48968,1
49176,0
49384,0
49592,1
49800,0
50008,0
50216,1
50424,0
50632,1
50840,0
51048,0
51256,0
51464,0
51672,0
51880,0
52088,0
52296,0
52504,0
52712,0
52920,1
